vn;dtprel;dtreg;dtconf;dtini;dtfine;mp;prova;laboratorio;code
445;15/05/2013;16/05/2013;15/05/2013;15/05/2013;16/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
485;13/05/2013;16/05/2013;16/05/2013;03/06/2013;04/06/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
485;13/05/2013;16/05/2013;16/05/2013;03/06/2013;04/06/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2633;13/05/2013;16/05/2013;16/05/2013;03/06/2013;04/06/2013;MP 01/102 rev. 2;Escherichia coli beta glucuronidasi positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2633MP 01/102 rev. 2
2633;13/05/2013;16/05/2013;16/05/2013;03/06/2013;04/06/2013;MP 01/102 rev. 2;Escherichia coli beta glucuronidasi positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2633MP 01/102 rev. 2
1960;13/05/2013;16/05/2013;16/05/2013;03/06/2013;08/06/2013;MP 01/054 rev. 5;Miceti;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1960MP 01/054 rev. 5
1959;13/05/2013;16/05/2013;16/05/2013;03/06/2013;08/06/2013;MP 01/054 rev. 5;Muffe;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1959MP 01/054 rev. 5
1960;13/05/2013;16/05/2013;16/05/2013;03/06/2013;08/06/2013;MP 01/054 rev. 5;Miceti;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1960MP 01/054 rev. 5
1959;13/05/2013;16/05/2013;16/05/2013;03/06/2013;08/06/2013;MP 01/054 rev. 5;Muffe;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1959MP 01/054 rev. 5
2416;16/05/2013;16/05/2013;16/05/2013;16/05/2013;17/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;16/05/2013;16/05/2013;16/05/2013;16/05/2013;17/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;16/05/2013;16/05/2013;16/05/2013;16/05/2013;17/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;16/05/2013;16/05/2013;16/05/2013;16/05/2013;17/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
2416;18/05/2013;20/05/2013;18/05/2013;20/05/2013;21/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;18/05/2013;20/05/2013;18/05/2013;20/05/2013;21/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;20/05/2013;20/05/2013;20/05/2013;20/05/2013;22/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
485;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
485;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2416;20/05/2013;20/05/2013;20/05/2013;20/05/2013;21/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
485;20/05/2013;20/05/2013;20/05/2013;21/05/2013;22/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
485;20/05/2013;22/05/2013;21/05/2013;21/05/2013;22/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
445;22/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
485;22/05/2013;22/05/2013;22/05/2013;22/05/2013;27/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
1960;21/05/2013;22/05/2013;22/05/2013;22/05/2013;27/05/2013;MP 01/054 rev. 5;Miceti;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1960MP 01/054 rev. 5
1959;21/05/2013;22/05/2013;22/05/2013;22/05/2013;27/05/2013;MP 01/054 rev. 5;Muffe;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1959MP 01/054 rev. 5
485;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2416;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
485;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2416;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
485;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2416;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
485;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2416;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
485;21/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2416;22/05/2013;22/05/2013;22/05/2013;22/05/2013;23/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
485;23/05/2013;23/05/2013;23/05/2013;23/05/2013;24/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
2416;23/05/2013;23/05/2013;23/05/2013;23/05/2013;24/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
2416;23/05/2013;24/05/2013;24/05/2013;24/05/2013;28/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
2021;23/05/2013;24/05/2013;24/05/2013;24/05/2013;28/05/2013;MP 01/049 rev. 2;Clostridium perfringens (forme vegetative);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2021MP 01/049 rev. 2
2022;23/05/2013;24/05/2013;24/05/2013;24/05/2013;28/05/2013;MP 01/049 rev. 2;Clostridium perfringens (spore);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2022MP 01/049 rev. 2
445;23/05/2013;24/05/2013;24/05/2013;24/05/2013;25/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;23/05/2013;24/05/2013;23/05/2013;23/05/2013;24/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;23/05/2013;24/05/2013;23/05/2013;23/05/2013;24/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;22/05/2013;24/05/2013;22/05/2013;23/05/2013;24/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
485;22/05/2013;24/05/2013;22/05/2013;23/05/2013;24/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
445;22/05/2013;24/05/2013;22/05/2013;23/05/2013;24/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
2416;22/05/2013;24/05/2013;22/05/2013;23/05/2013;24/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
352;28/05/2013;28/05/2013;28/05/2013;29/05/2013;31/05/2013;MP 01/092 rev. 2;Coliformi totali acqua;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;352MP 01/092 rev. 2
2416;28/05/2013;29/05/2013;28/05/2013;28/05/2013;29/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
2633;28/05/2013;29/05/2013;28/05/2013;29/05/2013;30/05/2013;MP 01/102 rev. 2;Escherichia coli beta glucuronidasi positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2633MP 01/102 rev. 2
2416;28/05/2013;29/05/2013;28/05/2013;29/05/2013;30/05/2013;MP 09/133 rev. 0;Salmonella spp.;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2416MP 09/133 rev. 0
445;27/05/2013;29/05/2013;28/05/2013;28/05/2013;29/05/2013;MP 01/043 rev. 6;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/043 rev. 6
485;27/05/2013;29/05/2013;28/05/2013;28/05/2013;29/05/2013;MP 01/033 rev. 6;Escherichia coli;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;485MP 01/033 rev. 6
1095;12/02/2013;14/02/2013;12/02/2013;14/02/2013;14/02/2013;MP 02/064 rev. 3;Sostanze inibenti Penicillina/Sulfamidico;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1095MP 02/064 rev. 3
1095;15/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 02/064 rev. 3;Sostanze inibenti Penicillina/Sulfamidico;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1095MP 02/064 rev. 3
1095;14/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 02/064 rev. 3;Sostanze inibenti Penicillina/Sulfamidico;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1095MP 02/064 rev. 3
1095;14/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 02/064 rev. 3;Sostanze inibenti Penicillina/Sulfamidico;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1095MP 02/064 rev. 3
1095;14/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 02/064 rev. 3;Sostanze inibenti Penicillina/Sulfamidico;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1095MP 02/064 rev. 3
1095;13/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 02/064 rev. 3;Sostanze inibenti Penicillina/Sulfamidico;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1095MP 02/064 rev. 3
1095;18/02/2013;20/02/2013;19/02/2013;22/02/2013;22/02/2013;MP 02/064 rev. 3;Sostanze inibenti Penicillina/Sulfamidico;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1095MP 02/064 rev. 3
1116;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;14/05/2013;14/05/2013;14/05/2013;14/05/2013;17/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
1116;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/066 rev. 1;Esame batteriologico latte (ricerca Streptococcus agalactiae);Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;1116MP 01/066 rev. 1
2345;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/111 rev. 2;Stafilococchi coagulasi-positivi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2345MP 01/111 rev. 2
2731;14/05/2013;14/05/2013;14/05/2013;15/05/2013;15/05/2013;MP 02/073 rev. 7;pH;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2731MP 02/073 rev. 7
2731;15/05/2013;16/05/2013;15/05/2013;16/05/2013;16/05/2013;MP 02/073 rev. 7;pH;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2731MP 02/073 rev. 7
2892;14/05/2013;16/05/2013;15/05/2013;16/05/2013;07/06/2013;Non codificato;Note alle prove;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2892Non codificato
356;14/05/2013;16/05/2013;15/05/2013;16/05/2013;17/05/2013;MP 01/030 rev. 4;Coliformi fecali;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;356MP 01/030 rev. 4
2892;14/05/2013;16/05/2013;15/05/2013;16/05/2013;16/05/2013;Non codificato;Note alle prove;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2892Non codificato
672;13/05/2013;16/05/2013;16/05/2013;03/06/2013;11/06/2013;MP 01/081 rev. 5;Listeria monocytogenes;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;672MP 01/081 rev. 5
672;13/05/2013;16/05/2013;16/05/2013;08/06/2013;12/06/2013;MP 01/081 rev. 5;Listeria monocytogenes;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;672MP 01/081 rev. 5
2710;13/05/2013;16/05/2013;16/05/2013;03/06/2013;06/06/2013;MP 01/112 rev. 2;Microrganismi;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2710MP 01/112 rev. 2
2417;13/05/2013;14/05/2013;14/05/2013;14/05/2013;15/05/2013;MP 09/134 rev. 0;Listeria monocytogenes;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2417MP 09/134 rev. 0
445;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/110 rev. 2;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/110 rev. 2
2417;13/05/2013;14/05/2013;14/05/2013;14/05/2013;15/05/2013;MP 09/134 rev. 0;Listeria monocytogenes;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2417MP 09/134 rev. 0
445;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/110 rev. 2;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/110 rev. 2
2417;13/05/2013;14/05/2013;14/05/2013;14/05/2013;15/05/2013;MP 09/134 rev. 0;Listeria monocytogenes;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;2417MP 09/134 rev. 0
445;13/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/110 rev. 2;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/110 rev. 2
445;14/05/2013;14/05/2013;14/05/2013;14/05/2013;16/05/2013;MP 01/110 rev. 2;Enterobacteriaceae;Sezione di Bergamo - Laboratorio Microbiologia degli Alimenti;445MP 01/110 rev. 2
2938;10/05/2013;10/05/2013;10/05/2013;10/05/2013;10/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;09/05/2013;10/05/2013;10/05/2013;10/05/2013;10/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;08/05/2013;10/05/2013;10/05/2013;10/05/2013;10/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;08/05/2013;10/05/2013;10/05/2013;10/05/2013;10/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;10/05/2013;10/05/2013;10/05/2013;10/05/2013;10/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;13/05/2013;13/05/2013;13/05/2013;13/05/2013;13/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;13/05/2013;13/05/2013;13/05/2013;13/05/2013;13/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2938;13/05/2013;13/05/2013;13/05/2013;13/05/2013;13/05/2013;MP 06/001 rev. 5;Trichinella (suidi mac.industriale);Sezione di Bergamo - Laboratorio Diagnostica Generale;2938MP 06/001 rev. 5
2626;13/02/2013;15/02/2013;15/02/2013;18/02/2013;18/02/2013;Non codificato;Esame anatomopatologico animali piccola taglia (all.industriali);Sezione di Bergamo - Laboratorio Diagnostica Generale;2626Non codificato
2626;15/02/2013;15/02/2013;15/02/2013;18/02/2013;18/02/2013;Non codificato;Esame anatomopatologico animali piccola taglia (all.industriali);Sezione di Bergamo - Laboratorio Diagnostica Generale;2626Non codificato
2626;15/02/2013;15/02/2013;15/02/2013;15/02/2013;15/02/2013;Non codificato;Esame anatomopatologico animali piccola taglia (all.industriali);Sezione di Bergamo - Laboratorio Diagnostica Generale;2626Non codificato
2227;14/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 04/025 rev. 4;Brucella abortus: anticorpi nel latte;Sezione di Bergamo - Laboratorio Sierologia;2227MP 04/025 rev. 4
2344;14/02/2013;15/02/2013;15/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
2227;13/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 04/025 rev. 4;Brucella abortus: anticorpi nel latte;Sezione di Bergamo - Laboratorio Sierologia;2227MP 04/025 rev. 4
2344;13/02/2013;15/02/2013;15/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
2227;14/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 04/025 rev. 4;Brucella abortus: anticorpi nel latte;Sezione di Bergamo - Laboratorio Sierologia;2227MP 04/025 rev. 4
2344;14/02/2013;15/02/2013;15/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
2227;14/02/2013;15/02/2013;15/02/2013;22/02/2013;22/02/2013;MP 04/025 rev. 4;Brucella abortus: anticorpi nel latte;Sezione di Bergamo - Laboratorio Sierologia;2227MP 04/025 rev. 4
2344;14/02/2013;15/02/2013;15/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
2227;14/02/2013;15/02/2013;14/02/2013;22/02/2013;22/02/2013;MP 04/025 rev. 4;Brucella abortus: anticorpi nel latte;Sezione di Bergamo - Laboratorio Sierologia;2227MP 04/025 rev. 4
2344;14/02/2013;15/02/2013;14/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
2227;14/02/2013;15/02/2013;14/02/2013;22/02/2013;22/02/2013;MP 04/025 rev. 4;Brucella abortus: anticorpi nel latte;Sezione di Bergamo - Laboratorio Sierologia;2227MP 04/025 rev. 4
2344;14/02/2013;15/02/2013;14/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
2344;14/02/2013;18/02/2013;18/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
2227;14/02/2013;18/02/2013;18/02/2013;22/02/2013;22/02/2013;MP 04/025 rev. 4;Brucella abortus: anticorpi nel latte;Sezione di Bergamo - Laboratorio Sierologia;2227MP 04/025 rev. 4
2344;14/02/2013;18/02/2013;18/02/2013;21/02/2013;22/02/2013;MP 04/032 rev. 4;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;Sezione di Bergamo - Laboratorio Sierologia;2344MP 04/032 rev. 4
