Numero di conferimento;Materiale;Specie;Prova - Singola;Tecnica;Nr. di esami programmati;Data del prelievo;Data di conferimento/accettazione;Data di registrazione;Data Carico Analisi;Data Inizio Analisi;Data Fine Analisi;Data ultimo Rdp emesso
212867;MATERIALI VARI;CINGHIALE;Brucellosi da B. abortus/melitensis: anticorpi;FdC;1;27/08/2008 00.00.00;29/08/2008 00.00.00;01/09/2008 00.00.00;;04/09/2008 00.00.00;04/09/2008 00.00.00;30/03/2009 00.00.00
212878;MATERIALI VARI;CINGHIALE;Brucellosi da B. abortus/melitensis: anticorpi;FdC;1;27/08/2008 00.00.00;29/08/2008 00.00.00;01/09/2008 00.00.00;;04/09/2008 00.00.00;04/09/2008 00.00.00;26/03/2009 00.00.00
214671;MATERIALI VARI;CINGHIALE;Brucellosi da B. abortus/melitensis: anticorpi;FdC;1;31/08/2008 00.00.00;02/09/2008 00.00.00;02/09/2008 00.00.00;;04/09/2008 00.00.00;04/09/2008 00.00.00;26/03/2009 00.00.00
241167;ANIMALE VIVO/CARCASSA;LEPRE;Brucellosi da B. abortus/melitensis: anticorpi;FdC;;01/10/2008 00.00.00;01/10/2008 00.00.00;01/10/2008 00.00.00;;02/10/2008 00.00.00;02/10/2008 00.00.00;27/11/2008 00.00.00
240181;SANGUE;CANE;Brucellosi da B. abortus/melitensis: anticorpi;FdC;2;29/09/2008 00.00.00;30/09/2008 00.00.00;30/09/2008 00.00.00;;02/10/2008 00.00.00;02/10/2008 00.00.00;02/10/2008 00.00.00
231084;SANGUE;ASINO;Brucellosi da B. abortus/melitensis: anticorpi;FdC;1;22/09/2008 00.00.00;22/09/2008 00.00.00;22/09/2008 00.00.00;;23/09/2008 00.00.00;23/09/2008 00.00.00;24/09/2008 00.00.00
251922;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251983;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251991;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251930;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251933;LATTE;BOVINO;Aflatossina M1;ELISA;1;29/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251938;LATTE;BOVINO;Aflatossina M1;ELISA;1;29/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251943;LATTE;BOVINO;Aflatossina M1;ELISA;1;29/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251974;LATTE;BOVINO;Aflatossina M1;ELISA;1;03/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251976;LATTE;BOVINO;Aflatossina M1;ELISA;1;03/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251980;LATTE;BOVINO;Aflatossina M1;ELISA;1;02/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251470;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251363;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252035;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251383;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252040;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252050;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252055;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252059;LATTE;BOVINO;Aflatossina M1;ELISA;1;03/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251408;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251418;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251423;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251474;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251479;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251484;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251485;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251489;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251490;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251492;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251495;LATTE;BOVINO;Aflatossina M1;ELISA;1;25/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251522;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251527;LATTE;BOVINO;Aflatossina M1;ELISA;1;25/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251529;LATTE;BOVINO;Aflatossina M1;ELISA;1;25/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251538;LATTE;BOVINO;Aflatossina M1;ELISA;1;29/09/2008 00.00.00;29/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251540;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251609;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251542;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251548;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251557;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251562;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251563;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251566;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251653;LATTE;BOVINO;Aflatossina M1;ELISA;1;24/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251642;LATTE;BOVINO;Aflatossina M1;ELISA;1;25/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251662;LATTE;BOVINO;Aflatossina M1;ELISA;1;24/09/2008 00.00.00;28/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251670;LATTE;BOVINO;Aflatossina M1;ELISA;1;24/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251674;LATTE;BOVINO;Aflatossina M1;ELISA;1;24/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251691;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251698;LATTE;BOVINO;Aflatossina M1;ELISA;1;29/09/2008 00.00.00;29/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251705;LATTE;BOVINO;Aflatossina M1;ELISA;1;24/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251712;LATTE;BOVINO;Aflatossina M1;ELISA;1;02/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251720;LATTE;BOVINO;Aflatossina M1;ELISA;1;24/09/2008 00.00.00;24/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251729;LATTE;BOVINO;Aflatossina M1;ELISA;1;02/10/2008 00.00.00;03/10/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251567;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251569;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251571;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251573;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251574;LATTE;BOVINO;Aflatossina M1;ELISA;1;29/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251578;LATTE;BOVINO;Aflatossina M1;ELISA;1;29/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251582;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251583;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251584;LATTE;BOVINO;Aflatossina M1;ELISA;1;26/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251586;LATTE;BOVINO;Aflatossina M1;ELISA;1;24/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251450;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251464;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251467;LATTE;BOVINO;Aflatossina M1;ELISA;1;30/09/2008 00.00.00;30/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
251590;LATTE;BOVINO;Aflatossina M1;ELISA;1;25/09/2008 00.00.00;26/09/2008 00.00.00;10/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
136815;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: anticorpi;ELISA (kit IZS-BS);37;27/05/2008 00.00.00;28/05/2008 00.00.00;29/05/2008 00.00.00;;10/06/2008 00.00.00;10/06/2008 00.00.00;10/06/2008 00.00.00
147068;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: anticorpi;ELISA (kit IZS-BS);1;06/06/2008 00.00.00;10/06/2008 00.00.00;11/06/2008 00.00.00;;19/06/2008 00.00.00;19/06/2008 00.00.00;19/06/2008 00.00.00
196130;LATTE;BOVINO;Aflatossina M1;ELISA;1;05/08/2008 00.00.00;06/08/2008 00.00.00;07/08/2008 00.00.00;;13/08/2008 00.00.00;13/08/2008 00.00.00;14/08/2008 00.00.00
193067;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;04/08/2008 00.00.00;04/08/2008 00.00.00;04/08/2008 00.00.00;;04/08/2008 00.00.00;06/08/2008 00.00.00;06/08/2008 00.00.00
215059;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;3;28/08/2008 00.00.00;02/09/2008 00.00.00;03/09/2008 00.00.00;;03/09/2008 00.00.00;05/09/2008 00.00.00;05/09/2008 00.00.00
207759;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;3;18/08/2008 00.00.00;25/08/2008 00.00.00;25/08/2008 00.00.00;;27/08/2008 00.00.00;29/08/2008 00.00.00;29/08/2008 00.00.00
71900;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;2;13/03/2008 00.00.00;14/03/2008 00.00.00;20/03/2008 00.00.00;;25/03/2008 00.00.00;25/03/2008 00.00.00;28/03/2008 00.00.00
71907;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;4;14/03/2008 00.00.00;17/03/2008 00.00.00;20/03/2008 00.00.00;;25/03/2008 00.00.00;25/03/2008 00.00.00;28/03/2008 00.00.00
71914;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;1;14/03/2008 00.00.00;17/03/2008 00.00.00;20/03/2008 00.00.00;;25/03/2008 00.00.00;25/03/2008 00.00.00;28/03/2008 00.00.00
71920;SANGUE;BOVINO DA CARNE;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;3;17/03/2008 00.00.00;18/03/2008 00.00.00;20/03/2008 00.00.00;;25/03/2008 00.00.00;25/03/2008 00.00.00;28/03/2008 00.00.00
257392;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;10/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257385;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;10/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
134572;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;308;23/05/2008 00.00.00;27/05/2008 00.00.00;27/05/2008 00.00.00;;29/05/2008 00.00.00;29/05/2008 00.00.00;03/06/2008 00.00.00
134912;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;4;23/05/2008 00.00.00;27/05/2008 00.00.00;28/05/2008 00.00.00;;29/05/2008 00.00.00;29/05/2008 00.00.00;03/06/2008 00.00.00
257439;LATTE;BOVINO;Aflatossina M1;ELISA;1;09/10/2008 00.00.00;10/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257442;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;10/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257461;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;09/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257473;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;09/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
257419;LATTE;BOVINO;Aflatossina M1;ELISA;1;08/10/2008 00.00.00;10/10/2008 00.00.00;16/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00
252381;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252370;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252387;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252389;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252395;LATTE;BOVINO;Aflatossina M1;ELISA;1;01/10/2008 00.00.00;03/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252400;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252403;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252406;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252410;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
255050;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;21;13/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255058;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;09/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
252428;LATTE;BOVINO;Aflatossina M1;ELISA;1;07/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252440;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252444;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252445;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252459;LATTE;BOVINO;Aflatossina M1;ELISA;1;03/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252461;LATTE;BOVINO;Aflatossina M1;ELISA;1;03/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252467;LATTE;BOVINO;Aflatossina M1;ELISA;1;03/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252477;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;22;09/10/2008 00.00.00;10/10/2008 00.00.00;13/10/2008 00.00.00;;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00
255085;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;13/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255126;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;10/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255142;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;11;13/10/2008 00.00.00;14/10/2008 00.00.00;14/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255580;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;15/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255576;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;3;14/10/2008 00.00.00;14/10/2008 00.00.00;15/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255585;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;15/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255591;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
255593;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00;;15/10/2008 00.00.00;17/10/2008 00.00.00;17/10/2008 00.00.00
252422;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252424;LATTE;BOVINO;Aflatossina M1;ELISA;1;07/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252411;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252417;LATTE;BOVINO;Aflatossina M1;ELISA;1;06/10/2008 00.00.00;07/10/2008 00.00.00;13/10/2008 00.00.00;;09/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00
252525;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;22;08/10/2008 00.00.00;09/10/2008 00.00.00;13/10/2008 00.00.00;;13/10/2008 00.00.00;15/10/2008 00.00.00;15/10/2008 00.00.00
